 270  NH          OH          HNO         H                                    3.3200E-0011     3.32E-11      0.00         0.0   5 A NN
 271  NH          OH          NH2         O                                    2.6814E-0264     2.93E-12      0.10      5800.0   5 A NN
 272  NH          OH          H2O         N                                    5.2507E-0014     3.11E-12      1.20         0.0   5 A NN
 273  NH          NH3         NH2         NH2                                  0.0000E+0000     5.25E-10      0.00     13470.0   5 A NN
 274  NH          H2O         OH          NH2                                  0.0000E+0000     1.83E-12      1.60     14090.0   5 A NN
 275  NH          CN          HCN         N                                    1.9968E-0056     2.94E-12      0.50      1000.0   5 C NN
 276  NH          NO          N2O         H                                    2.2158E-0027     1.16E-10     -1.03       420.0   5 B NN
 277  NH          NO          N2          O           H                        5.0000E-0011     5.00E-11      0.00         0.0   5 C NN
 278  NH          NO          N2          OH                                   2.5953E-0012     1.46E-11     -0.58        37.0   5 A NN
 279  NH          S           HS          N                                    6.0491E-0186     1.73E-11      0.50      4000.0   5 C NN
 280  NH          S           NS          H                                    1.0000E-0010     1.00E-10      0.00         0.0   5 C NN
 281  NH          NO2         HNO         NO                                   2.7875E-0121     5.72E-12      0.50      2500.0   5 C NN
 282  NH          NO2         N2O         OH                                   0.0000E+0000     1.44E-13      0.00     -1140.0   5 A NN
 283  CH3         CH3         CH4         CH2                                  2.8023E-0231     7.13E-12      0.00      5052.0   5 A NN
 284  CH3         CH3         C2H4        H2                                   0.0000E+0000     1.66E-08      0.00     16556.0   5 C NN
 285  CH3         CH3         C2H5        H                                    2.0919E-0243     1.46E-11      0.10      5335.0   5 A NN
 286  CH3         O           H2CO        H                                    1.3000E-0010     1.30E-10      0.00         0.0   5 A NN
 287  CH3         O           CO          H2          H                        6.0751E-0020     3.60E-11      0.00       202.0   5 A NN
 288  CH3         NH2         CH2         NH3                                  0.0000E+0000     4.76E-17      5.77      -151.0   5 B NN
 289  CH3         OH          CH4         O                                    9.6143E-0115     3.27E-14      2.20      2240.0   5 A NN
 290  CH3         OH          H2O         CH2                                  1.8965E-0071     1.20E-10      0.00      1400.0   5 A NN
 291  CH3         OH          H2CO        H2                                   1.7000E-0012     1.70E-12      0.00         0.0   5 A NN
 292  CH3         OH          HOCH        H2                                   6.5293E-0076     9.10E-11      0.00      1500.0   5 A NN
